key,tier,displayName,trials,matchedNames,roles,pageStructuralAnchor,confirmedByUniiOrInchikey,reason
K1:D959AE5USF,1,Clofazimine,36,Clofazimine; Clofazimine (CFZ); Clofazimine 100 MG; Clofazimine 100 MG Oral Capsule; Clofazimine 100 mg,intervention; otherName,unii:D959AE5USF; inchikey:WDQPAMHFFCXSNU-BGABXYSRSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:D9818430MW,1,Mephenytoin,1,Mephenytoin,intervention,unii:D9818430MW; inchikey:GMHKMTDVRCWUDX-LBPRGKRZSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:D99YVK4L0X,2,Ramucirumab,154,1121B; Cyramza; Cyramza (Ramucirumab); IMC-1121B; IMC-1121B (ramucirumab),intervention; otherName,unii:D99YVK4L0X,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:D9GM7FH652,1,Pyroglutamylaprotinin,11,"Aprotinin; Aprotinin (Trasylol, BAYA0128); Aprotinin (inhaled); Trasylol (Aprotinin, BAYA0128)",intervention,unii:D9GM7FH652,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:D9K857J81I,3,Tozadenant,7,SYN115; Tozadenant; tozadenant; tozadenant tablet,intervention,unii:D9K857J81I; inchikey:XNBRWUQWSKXMPW-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:D9PP99SH3U,1,Flavylium,1,Anthocyanidins capsule,intervention,unii:D9PP99SH3U; inchikey:NWKFECICNXDNOQ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DA709Q5020,3,Zalutumumab,10,Zalutumumab; zalutumumab,intervention,unii:DA709Q5020,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DA8G610ZO5,1,Acetyl-L-Tyrosine,3,TrophAmine; Trophamine,otherName,unii:DA8G610ZO5; inchikey:CAHKINHBCWCHCF-JTQLQIEISA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DAA13NKG2Q,2,Papaverine,18,Papaverine; Papaverine Hydrochloride; Papaverine hydrochloride injection; papaverine,intervention; otherName,unii:23473EC6BQ; inchikey:XQYZDYMELSJDRZ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DB1041CXDG,1,Belantamab mafodotin,63,Belantamab Mafodotin; Belantamab mafodotin; Blenrep; GSK2857916; belantamab mafodotin,intervention; otherName,unii:DB1041CXDG,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DB1041CXDG#blmf,2,Belantamab Mafodotin-Blmf,31,BLENREP; BLENREP®; Belantamab Mafodotin-Blmf; Belantamab Mafodotin-blmf; Blenrep,intervention; otherName,unii:DB1041CXDG,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DB7AK6G4U9,1,(10-GLYCINE)GONADORELIN,9,Gonadorelin; Gonadorelin (GnRH); Gonadorelin (also known as Lutrepulse); gonadorelin acetate,intervention; otherName,unii:DB7AK6G4U9,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DBD2HM3I4V,2,Dorocubicel,4,ECT-001-CB; ECT-001-CB (UM171-Expanded Cord Blood Transplant),intervention,unii:DBD2HM3I4V,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DC4WO3WA4Q,3,Vocimagene amiretrorepvec,8,Toca 511; Vocimagene Amiretrorepvec; vocimagene amiretrorepvec,intervention; otherName,unii:DC4WO3WA4Q,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DCG29J773G,3,ANFIBATIDE,5,Anfibatide; Anfibatide 5 IU/60kg,intervention,unii:DCG29J773G,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DCN5WEN78T,3,Bleximenib,5,Bleximenib; bleximenib,intervention,unii:DCN5WEN78T; inchikey:PDUGAXSIWNMIBQ-HHHXNRCGSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DCR9Z582X0,2,Epoprostenol,17,ACT-385781A; ACT-385781A (Actelion Epoprostenol); Epoprostenol; Flolan; Flolan®,intervention; otherName,unii:4K04IQ1OF4; inchikey:KAQKFAOMNZTLHT-OZUDYXHBSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DD50D2QKH1,3,PEGPLERANIB SODIUM,8,E10030; Fovista®; Fovista™,intervention; otherName,unii:DD50D2QKH1,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DD5FO1WKFU,2,Causticum,1,CAUSTICUM,otherName,unii:DD5FO1WKFU; inchikey:SNBXCWVOMQIJEH-UHFFFAOYSA-K,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DD5K7529CE,1,Phenformin,4,Phenformin; phenformin,intervention; otherName,unii:91XC93EU03; inchikey:ICFJFFQQTFMIBG-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DD5RBA1NKF,1,Anamorelin,14,Anamorelin HCl; Anamorelin Hydrochloride; RC-1291; RC-1291 HCl; anamorelin HCl,intervention,unii:55F75LJQ0V; inchikey:VQPFSIRUEPQQPP-MXBOTTGLSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DDA050FCEA,3,Scorpion (CENTRUROIDES) Immune FAB2 Antivenin (EQUINE),3,Anascorp,intervention; otherName,unii:DDA050FCEA,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DDA3RRX0P7,2,Bacitracin A,102,ANTIBIOTIC (METRONIDAZOLE AND CIPROFLOXACIN); Antibiotic; Antibiotic (Amoxicillin); Antibiotic (Clindamycin); Antibiotic (prophylaxis),intervention; otherName,unii:58H6RWO52I; inchikey:CLKOFPXJLQSYAH-ABRJDSQDSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DDU19UEV1Y,3,SILVER DIAMMINE FLUORIDE,7,Saforide; Silver Diammine Fluoride; silver diammine fluoride; silver diammine fluoride solution,intervention; otherName,unii:DDU19UEV1Y; inchikey:FJKGRAZQBBWYLG-UHFFFAOYSA-M,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DDU33B674I,3,BRIVANIB,16,Brivanib; brivanib; brivanib (active),intervention,unii:DDU33B674I; inchikey:WCWUXEGQKLTGDX-LLVKDONJSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DE08037SAB,2,"Magnesium Sulfate, Unspecified Form",378,MAGNESIUM; Magnesium; Magnesium 250 mg; Magnesium 400Mg; Magnesium 500 mg,intervention; otherName,unii:DE08037SAB,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DE2O63YV8R,1,Finerenone,77,BAY 94-8862; Finerenone; Finerenone (BAY 94-8862); Finerenone (BAY94-8862 ) 10 mg; Finerenone (BAY94-8862),intervention,unii:DE2O63YV8R; inchikey:BTBHLEZXCOBLCY-QGZVFWFLSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DE4G8X55F5,3,Aticaprant,6,Aticaprant,intervention,unii:DE4G8X55F5; inchikey:ZHPMYDSXGRRERG-DEOSSOPVSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DE54EQW8T1,1,Dasabuvir,60,ABT-333; ABT-333 Capsule; Dasabuvir; Dasabuvir (DSV); EXVIERA,intervention; otherName,unii:DE54EQW8T1; inchikey:NBRBXGKOEOGLOI-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DE79L822UY,3,XERUBORBACTAM,1,Xeruborbactam,intervention,unii:DE79L822UY; inchikey:KOHUFVUIYUCFNG-PHDIDXHHSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DE9GN7CD21,3,DAVOCETICEPT,2,ALPN-202,intervention,unii:DE9GN7CD21,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DEH7Q6472O,3,Ladarixin,8,Ladarixin,intervention,unii:DEH7Q6472O; inchikey:DDLPYOCJHQSVSZ-SSDOTTSWSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DEW6X41BEK,1,Tildrakizumab,24,MK-3222 100 mg; TILDRAKIZUMAB; Tildrakizumab; Tildrakizumab 100 mg; tildrakizumab,intervention,unii:DEW6X41BEK,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DEW6X41BEK#asmn,1,Tildrakizumab-Asmn,5,ILUMYA™; Ilumya; MK-3222; MK-3222 100 mg,intervention; otherName,unii:DEW6X41BEK,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DFC121MXC3,3,Pimodivir,19,JNJ-63623872; JNJ-63623872 (1200 mg); JNJ-63623872 600 mg; Pimodivir; Pimodivir 600 mg,intervention,unii:DFC121MXC3; inchikey:JGPXDNKSIXAZEQ-SBBZOCNPSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DFK2GHG34Y,3,ADA-011,1,ADA-011,intervention,unii:DFK2GHG34Y,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DG4F8T839X,3,Comfrey Leaf,1,First aid,intervention,unii:DG4F8T839X,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DGH49JXB1F,1,Alagebrium,11,ALT-711; ALT-711 (alagebrium chloride); Alt-711; alagebrium chloride (ALT-711),intervention; otherName,unii:79QS8K2877; inchikey:LYLFQLCLUXOFOL-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DGN7ROZ8EN,3,ATUZAGINSTAT,3,COR388; COR388 capsule,intervention,unii:DGN7ROZ8EN; inchikey:OLIMBXKACVCIMM-HNNXBMFYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DH2M523P0H,1,Genistein,46,AXP107-11; BIO 300; BIO 300 Capsules; BIO 300 Oral Suspension; Genistein,intervention; otherName,unii:DH2M523P0H; inchikey:TZBJGXHYKVUXJN-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DH9E53K1Y8,3,Norflurane,5,HFA-134A propellant; HFA-134a; HFA-134a propellant,intervention; otherName,unii:DH9E53K1Y8; inchikey:LVGUZGTVOIAKKC-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DHA8014SS1,2,Antazoline,2,Antazoline; antazoline,intervention,unii:DHA8014SS1; inchikey:REYFJDPCWQRWAA-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DHD7FFG6YS,3,PHLOROGLUCINOL,3,Phloroglucinol; spasfon,intervention,unii:DHD7FFG6YS; inchikey:QCDYQQDYXPDABM-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DHT6E8M4KP,3,Pelitrexol,2,AG2037; pelitrexol,intervention,unii:DHT6E8M4KP; inchikey:QXOPTIPQEVJERB-JQWIXIFHSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DI3477D0PI,3,FERROUS ASCORBATE,3,Ferrous Ascorbate; ferrous ascorbate,intervention,unii:DI3477D0PI,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DI4N99Q6KK,3,Peresolimab,4,LY3462817; LY3462817 (IV); Peresolimab,intervention,unii:DI4N99Q6KK,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DIH95YP7J3,3,Ronacaleret,4,Ronacaleret; Ronacaleret (100mg tablet); Ronacaleret 100 mg,intervention,unii:DIH95YP7J3; inchikey:FQJISUPNMFRIFZ-HXUWFJFHSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DIO3JT9G2P,3,Stannic protoporfin,1,SnPP,otherName,unii:DIO3JT9G2P,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DJF621DE4F,3,GW-328267,1,GW328267X (total dose of 12mcg),intervention,unii:DJF621DE4F; inchikey:FLBKPDIBGNWXMT-NIQZGXKPSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DJJ95FJP1H,3,CHOLINE MAGNESIUM TRISALICYLATE,3,Choline magnesium trisalicylate; choline magnesium trisalicylate,intervention,unii:DJJ95FJP1H,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DJO934BRBD,2,Alfalfa,1,Alfalfa,otherName,unii:DJO934BRBD,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DJW8M9OX1H,3,PYRACLOSTROBIN,6,COMET; Comet,intervention; otherName,unii:DJW8M9OX1H; inchikey:HZRSNVGNWUDEFX-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DK0ZGA5Y2R,3,Belzupacap sarotalocan,2,belzupacap sarotalocan,otherName,unii:DK0ZGA5Y2R,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DKO1W9H7M1,2,Dolutegravir,166,Dolutegravir; Dolutegravir (DTG); Dolutegravir 10 MG; Dolutegravir 50 MG; Dolutegravir 50 MG Oral Tablet,intervention; otherName,unii:DKO1W9H7M1; inchikey:RHWKPHLQXYSBKR-BMIGLBTASA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DL2R53P963,2,COLISTIMETHATE,25,Colistimethate; Colistimethate Sodium; Colistimethate sodium; Colistimethate sodium (CMS); Colistin Sodium Methanesulfonate,intervention; otherName,unii:DL2R53P963,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DL48G20X8X,2,Hyoscine,48,DPI-386 Nasal Gel; Hyoscine; Kwells; Scopolamine; Scopolamine (0.4mg),intervention; otherName,unii:451IFR0GXB; inchikey:STECJAGHUSJQJN-FWXGHANASA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DL5BCM4SFN,3,Zeleciment rostudirsen,2,DYNE-251; Zeleciment Rostudirsen (DYNE-251),intervention,unii:DL5BCM4SFN,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DL82PE6ANE,1,Streptococcus Pneumoniae Type 9v Capsular Polysaccharide Antigen,54,PNEUMOVAX 23; PNEUMOVAX® 23; PNEUMOVAX™ 23; PNEUMOVAX™23; Pneumovax 23,intervention; otherName,unii:DL82PE6ANE,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DLE8519RWM,2,Enfortumab vedotin,73,AGS 22M6E; AGS-22M6E; ASG-22ME; Enfortumab Vedotin; Enfortumab Vedotin (EV),intervention; otherName,unii:DLE8519RWM,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DLE8519RWM#ejfv,2,Enfortumab Vedotin-Ejfv,44,AGS 22M6E; AGS-22M6E; ASG-22CE; Enfortumab Vedotin-Ejfv; Enfortumab vedotin-ejfv (EV),intervention; otherName,unii:DLE8519RWM,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DLG4EML025,1,Secukinumab,210,AIN 457; AIN457; AIN457 (secukinumab); AIN457 150 mg; AIN457 150mg,intervention; otherName; stored,unii:DLG4EML025,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DM3EKX84Y7,3,ENT-03,1,ENT-03,intervention,unii:DM3EKX84Y7; inchikey:ILXYORNRQWAVQT-QVUQJGHASA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DM5GA58Q2Z,3,Ciracigene golparvovec,1,MYR-101,otherName,unii:DM5GA58Q2Z,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DM64K844DM,2,Arisaema Triphyllum Root,1,ARUM TRIPHYLLUM,otherName,unii:DM64K844DM,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DM9UIR23R7,3,TAK-901,2,TAK-901,intervention,unii:DM9UIR23R7; inchikey:WKDACQVEJIVHMZ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DMM8663H2R,3,Afabicin,7,Afabicin; Afabicin Oral; Debio 1450; Debio 1450 Capsule; Debio 1450 Oral,intervention,unii:DMM8663H2R; inchikey:HFYMDQMXVPJNTH-VQHVLOKHSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DN9IUI24GP,3,Danuglipron,17,Danuglipron; PF-06882961; PF-06882961 (Cohort 3); PF-06882961 100 mg; PF-06882961 20 mg,intervention,unii:2HJV78O0SS; inchikey:HYBAKUMPISVZQP-DEOSSOPVSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DNV66ACK7K,3,Lanerkitug,1,Lanerkitug (INN),otherName,unii:DNV66ACK7K,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DO22K1PRDJ,3,Piribedil,5,Piribedil; piribedil; piribedil (Clarium),intervention,unii:DO22K1PRDJ; inchikey:OQDPVLVUJFGPGQ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DO94E28WYW,3,PXS-5505,1,PXS-5505,intervention,unii:DO94E28WYW,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DO989GC5D1,3,Lestaurtinib,11,CEP-701; CEP-701 (Lestaurtinib); CEP-701 20mg; CEP-701 60mg; Lestaurtinib,intervention,unii:DO989GC5D1; inchikey:UIARLYUEJFELEN-LROUJFHJSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DOB7Y3RSX0,3,HPPH,15,HPPH,intervention,unii:DOB7Y3RSX0; inchikey:PVXGCBZIVFCMJK-USOGPTGWSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DOL5F9JD3E,2,Delavirdine,21,Delavirdine (DLV); Delavirdine mesylate; Rescriptor,intervention; otherName,unii:421105KRQE; inchikey:WHBIGIKBNXZKFE-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DOQ0J0TPF7,2,Metirosine,1,Metyrosine,stored,unii:DOQ0J0TPF7; inchikey:NHTGHBARYWONDQ-JTQLQIEISA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DOS9ZOT21L,3,Denagliptin,1,denagliptin (GW823093),intervention,unii:DOS9ZOT21L; inchikey:URRAHSMDPCMOTH-LNLFQRSKSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DP73UWL6LE,3,Casdatifan,12,AB521; Casdatifan; casdatifan,intervention,unii:DP73UWL6LE,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DPB8FH5AXT,1,"(1R,3S)-BENAZEPRIL",22,Benazepril; Benazepril HCl 40 mg Tablets; Benazepril Hydrochloride Tablets; Benazepril hydrochloride; Lotensin,intervention; otherName,unii:DPB8FH5AXT; inchikey:XPCFTKFZXHTYIP-VQTJNVASSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DPT0O3T46P,1,Pembrolizumab,2300,200 mg Pembrolizumab; KEYTRUDA; KEYTRUDA ®; KEYTRUDA ®( Pembrolizumab); KEYTRUDA®,intervention; otherName,unii:DPT0O3T46P,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DPX51KUP08,3,(-)-ROLIPRAM,3,Rolipram,intervention,unii:DPX51KUP08; inchikey:HJORMJIFDVBMOB-LBPRGKRZSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DPX6XLD4X1,3,Emiplacel,8,PLX-PAD,intervention,unii:DPX6XLD4X1,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DQ448MW7KS,2,Palivizumab,14,MEDI-493; Palivizumab; Synagis; palivizumab; synagis,intervention; otherName,unii:DQ448MW7KS,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DQA630RIE9,2,Reteplase,7,Rapilysin; Retavase; Reteplase; Reteplase Injection; Reteplase Injection 18mg,intervention; otherName; stored,unii:DQA630RIE9,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DQC51A0WQH,3,Soblidotin,3,soblidotin,intervention,unii:DQC51A0WQH; inchikey:DZMVCVHATYROOS-ZBFGKEHZSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DQY244459T,3,NOP-1A,3,NOP-1A,intervention,unii:DQY244459T; inchikey:MZBCQWLYUQJXKA-KRWDZBQOSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DR40J4WA67,2,Eliglustat,20,Cerdelga; Eliglustat; Eliglustat Tartrate Capsules; Eliglustat tartrate; Eliglustat(Cerdelga),intervention; otherName,unii:DR40J4WA67; inchikey:FJZZPCZKBUKGGU-AUSIDOKSSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DR5S136IVO,2,Avanafil,21,200 mg Avanafil; AVANAFIL; Avanafil; Avanafil 100 mg; Avanafil 50 MG,intervention,unii:DR5S136IVO; inchikey:WEAJZXNPAWBCOA-INIZCTEOSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DR6P1M58PO,3,Efinopegdutide,7,Efinopegdutide; HM12525A,intervention; otherName,unii:DR6P1M58PO,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DRB57K47QC,2,Celiprolol,4,ACER-002; Celiprolol; celiprolol,intervention; otherName,unii:DRB57K47QC; inchikey:JOATXPAWOHTVSZ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DRG21OQ517,3,Opaganib,7,Opaganib; opaganib,intervention; otherName,unii:DRG21OQ517; inchikey:CAOTVXGYTWCKQE-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DRH7R67UVL,2,Zongertinib,17,BI 1810631; Hernexeos®; Zongertinib; Zongertinib (BI 1810631); zongertinib,intervention; otherName,unii:DRH7R67UVL; inchikey:YSGNGFPNTLERCR-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DRL23N424R,3,Osugacestat,1,AL 101,otherName,unii:DRL23N424R; inchikey:AYOUDDAETNMCBW-GSHUGGBRSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DRU6NG543J,3,Spebrutinib,7,100 mg AVL-292; AVL-292; CC-292,intervention,unii:DRU6NG543J; inchikey:KXBDTLQSDKGAEB-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
