corpus_key,corpus_display_name,corpus_tier,corpus_unii,corpus_inchikey,inxight_record,normalised_name,inxight_unii,inxight_inchikey,ambiguous_pages_for_name,confirmation
K1:41YPU4MMCA,Strontium Carbonate,2,41YPU4MMCA,LEDMRZGFZIAGGB-UHFFFAOYSA-L,frdb-compound:42994:STRONTIUM LACTATE,strontium,DC1ZYY6LNZ,CCUZKVDGQHXAFK-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:64RA22280P,Strontium Oxide,2,64RA22280P,IATRAKWUXMZMIY-UHFFFAOYSA-N,frdb-compound:42994:STRONTIUM LACTATE,strontium,DC1ZYY6LNZ,CCUZKVDGQHXAFK-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:7Q3KX2L47F,Strontium Sulfate,2,7Q3KX2L47F,UBXAKNTVXQMEAG-UHFFFAOYSA-L,frdb-compound:42994:STRONTIUM LACTATE,strontium,DC1ZYY6LNZ,CCUZKVDGQHXAFK-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:B7CF3BD0TT,Strontium Phosphate,2,B7CF3BD0TT,JOPDZQBPOWAEHC-UHFFFAOYSA-H,frdb-compound:42994:STRONTIUM LACTATE,strontium,DC1ZYY6LNZ,CCUZKVDGQHXAFK-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:BDG873AQZL,Strontium Nitrate,2,BDG873AQZL,DHEQXMRUPNDRPG-UHFFFAOYSA-N,frdb-compound:42994:STRONTIUM LACTATE,strontium,DC1ZYY6LNZ,CCUZKVDGQHXAFK-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:EFY8GJS81Z,Strontium Fluoride,2,EFY8GJS81Z,FVRNDBHWWSPNOM-UHFFFAOYSA-L,frdb-compound:42994:STRONTIUM LACTATE,strontium,DC1ZYY6LNZ,CCUZKVDGQHXAFK-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:EKE8PS9J6Z,STRONTIUM CHLORIDE,2,EKE8PS9J6Z,AHBGXTDRMVNFER-UHFFFAOYSA-L,frdb-compound:42994:STRONTIUM LACTATE,strontium,DC1ZYY6LNZ,CCUZKVDGQHXAFK-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:F6V5HOR0O5,Strontium Iodide,2,F6V5HOR0O5,KRIJWFBRWPCESA-UHFFFAOYSA-L,frdb-compound:42994:STRONTIUM LACTATE,strontium,DC1ZYY6LNZ,CCUZKVDGQHXAFK-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:O09USB7Z44,Strontium Chloride Hexahydrate,2,O09USB7Z44,AMGRXJSJSONEEG-UHFFFAOYSA-L,frdb-compound:42994:STRONTIUM LACTATE,strontium,DC1ZYY6LNZ,CCUZKVDGQHXAFK-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:1NG558X5VJ,Strontium Bromide,2,1NG558X5VJ,YJPVTCSBVRMESK-UHFFFAOYSA-L,frdb-compound:43003:STRONTIUM SALICYLATE,strontium,OGF9EV99TC,BJTJYQIAHXROJC-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:41YPU4MMCA,Strontium Carbonate,2,41YPU4MMCA,LEDMRZGFZIAGGB-UHFFFAOYSA-L,frdb-compound:43003:STRONTIUM SALICYLATE,strontium,OGF9EV99TC,BJTJYQIAHXROJC-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:64RA22280P,Strontium Oxide,2,64RA22280P,IATRAKWUXMZMIY-UHFFFAOYSA-N,frdb-compound:43003:STRONTIUM SALICYLATE,strontium,OGF9EV99TC,BJTJYQIAHXROJC-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:7Q3KX2L47F,Strontium Sulfate,2,7Q3KX2L47F,UBXAKNTVXQMEAG-UHFFFAOYSA-L,frdb-compound:43003:STRONTIUM SALICYLATE,strontium,OGF9EV99TC,BJTJYQIAHXROJC-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:B7CF3BD0TT,Strontium Phosphate,2,B7CF3BD0TT,JOPDZQBPOWAEHC-UHFFFAOYSA-H,frdb-compound:43003:STRONTIUM SALICYLATE,strontium,OGF9EV99TC,BJTJYQIAHXROJC-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:BDG873AQZL,Strontium Nitrate,2,BDG873AQZL,DHEQXMRUPNDRPG-UHFFFAOYSA-N,frdb-compound:43003:STRONTIUM SALICYLATE,strontium,OGF9EV99TC,BJTJYQIAHXROJC-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:EFY8GJS81Z,Strontium Fluoride,2,EFY8GJS81Z,FVRNDBHWWSPNOM-UHFFFAOYSA-L,frdb-compound:43003:STRONTIUM SALICYLATE,strontium,OGF9EV99TC,BJTJYQIAHXROJC-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:EKE8PS9J6Z,STRONTIUM CHLORIDE,2,EKE8PS9J6Z,AHBGXTDRMVNFER-UHFFFAOYSA-L,frdb-compound:43003:STRONTIUM SALICYLATE,strontium,OGF9EV99TC,BJTJYQIAHXROJC-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:F6V5HOR0O5,Strontium Iodide,2,F6V5HOR0O5,KRIJWFBRWPCESA-UHFFFAOYSA-L,frdb-compound:43003:STRONTIUM SALICYLATE,strontium,OGF9EV99TC,BJTJYQIAHXROJC-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:O09USB7Z44,Strontium Chloride Hexahydrate,2,O09USB7Z44,AMGRXJSJSONEEG-UHFFFAOYSA-L,frdb-compound:43003:STRONTIUM SALICYLATE,strontium,OGF9EV99TC,BJTJYQIAHXROJC-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:Y7FKS2XWQH,Sulfathiazole,1,Y7FKS2XWQH,JNMRHUJNCSQMMB-UHFFFAOYSA-N,frdb-compound:43124:SULFATHIAZOLE SODIUM MONOHYDRATE,sulfathiazole,W6NDW4K12P,PEVALAQKCXISJZ-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:F4YU4LON7I,Tenofovir Disoproxil,2,05F4G8DO5I,JFVZFKDSXNQEJW-CQSZACIVSA-N,frdb-compound:43365:TENOFOVIR DISOPROXIL SUCCINATE,tenofovirdisoproxil,94882WB39E,CCGIINMVANPRGB-PFEQFJNWSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:W4HFE001U5,Tenofovir Anhydrous,2,99YXE507IL,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,frdb-compound:43365:TENOFOVIR DISOPROXIL SUCCINATE,tenofovirdisoproxil,94882WB39E,CCGIINMVANPRGB-PFEQFJNWSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:A78GF17HJS,Urapidil,1,A78GF17HJS,ICMGLRUYEQNHPF-UHFFFAOYSA-N,frdb-compound:44964:URAPIDIL HYDROCHLORIDE,urapidil,PVU92PZO12,KTMLZVUAXJERAT-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:3JU1DU3652,Zuclomifene,3,3JU1DU3652,GKIRPKYJQBWNGO-QPLCGJKRSA-N,frdb-compound:45584:ZUCLOMIPHENE CITRATE,zuclomiphene,UY5X264QZV,PYTMYKVIJXPNBD-OQKDUQJOSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:2YHB6175DO,Cyproheptadine,2,2YHB6175DO,JJCFRYNCJDLXIK-UHFFFAOYSA-N,frdb-compound:46021:CYPROHEPTADINE HYDROCHLORIDE ANHYDROUS,cyproheptadine,0S9323MCT0,ZPMVNZLARAEGHB-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:DRG21OQ517,Opaganib,3,DRG21OQ517,CAOTVXGYTWCKQE-UHFFFAOYSA-N,frdb-compound:46260:ABC-294640,abc294640,RFN6U0F30B,BXGLNXNRKRUYTH-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:JMS50MPO89,Losartan,1,3ST302B24A,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,frdb-compound:46630:EXP-3174,exp3174,GD76OCH73X,ZEUXAIYYDDCIRX-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:426X066ELK,Forodesine,2,426X066ELK,IWKXDMQDITUYRK-KUBHLMPHSA-N,frdb-compound:47321:FORODESINE HYDROCHLORIDE,forodesine,6SN82Y9U73,WEIAMZKHBCLFOG-QPAIBFMUSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:18IZ008EU6,Temocapril,3,18IZ008EU6,FIQOFIRCTOWDOW-BJLQDIEVSA-N,frdb-compound:47387:TEMOCAPRIL HCL,temocaprilhcl,8G820I95VP,XDDQNOKKZKHBIX-ASBZXGSUSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:GB2433A4M3,Dapoxetine,3,GB2433A4M3,USRHYDPUVLEVMC-FQEVSTJZSA-N,frdb-compound:47398:DAPOXETINE HCL,dapoxetinehcl,U4OHT63MRI,IHWDIQRWYNMKFM-BDQAORGHSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:621G617227,Fesoterodine,2,621G617227,DCCSDBARQIPTGU-HSZRJFAPSA-N,frdb-compound:47518:FESOTERODINE FUMARATE,fesoterodine,EOS72165S7,MWHXMIASLKXGBU-RNCYCKTQSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:F5EOM0LD8E,Tolperisone,3,F5EOM0LD8E,FSKFPVLPFLJRQB-UHFFFAOYSA-N,frdb-compound:47561:TOLPERISONE HYDROCHLORIDE,tolperisone,8Z075K2TIG,ZBUVYROEHQQAKL-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K2:PDTYLGXVBIWRIM-UHFFFAOYSA-N,SB-242235,3,,PDTYLGXVBIWRIM-UHFFFAOYSA-N,frdb-compound:47734:SB 242235,sb242235,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:54T74394F8,IADADEMSTAT,3,54T74394F8,ALHBJBCQLJZYON-ZQDZILKHSA-N,frdb-compound:48567:ORY-1001,ory1001,XC0UT08SNJ,VHNNYAVEBXCOSG-QCEMKRCNSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:5H31GI9502,WIN-55212-2,3,5H31GI9502,HQVHOQAKMCMIIM-HXUWFJFHSA-N,"frdb-compound:48979:WIN 55,212-2 MESYLATE",win552122,2J851TP7VJ,FSGCSTPOPBJYSX-VEIFNGETSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:8R3V6LDU0V,BAY-1436032,3,8R3V6LDU0V,RNMAUIMMNAHKQR-QFBILLFUSA-N,frdb-compound:49263:BAY-1436032,bay1436032,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K4:menthyl,Menthyl,2,,,"frdb-compound:49406:MENTHYL SALICYLATE, (+/-)-",menthylsalicylate,43XOA705ZD,SJOXEWUZWQYCGL-DVOMOZLQSA-N;SJOXEWUZWQYCGL-ZENOOKHLSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
"COMBO:{K1:QLZ991V4A2,K1:TZ47U051FI}",DEXTROAMPHETAMINE SACCHARATE,2,G83415V073,DSLZVSRJTYRBFB-LLEIAEIESA-N,frdb-compound:49416:DEXTROAMPHETAMINE TANNATE,dextroamphetamine,500Y9JV943,LZHILFCCEFOKOG-VFRRKMCSSA-N,4,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
HOLD:existing:dextroamphetamine-saccharate,Dextroamphetamine Saccharate,1,G83415V073,KWTSXDURSIMDCE-QMMMGPOBSA-N,frdb-compound:49416:DEXTROAMPHETAMINE TANNATE,dextroamphetamine,500Y9JV943,LZHILFCCEFOKOG-VFRRKMCSSA-N,4,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:CK833KGX7E,Amfetamine,2,H527KAP6L5,KWTSXDURSIMDCE-UHFFFAOYSA-N,frdb-compound:49416:DEXTROAMPHETAMINE TANNATE,dextroamphetamine,500Y9JV943,LZHILFCCEFOKOG-VFRRKMCSSA-N,4,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:TZ47U051FI,Dexamfetamine,1,JJ768O327N,KWTSXDURSIMDCE-QMMMGPOBSA-N,frdb-compound:49416:DEXTROAMPHETAMINE TANNATE,dextroamphetamine,500Y9JV943,LZHILFCCEFOKOG-VFRRKMCSSA-N,4,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:6LGR0RYY5Q,Romaciclib,3,SDM3M518PJ,FSBMCTDYWXIBLM-UHFFFAOYSA-N,frdb-compound:50268:SEL-120-34A,sel12034a,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:L6EE7H64YF,GSK-3008348 FREE BASE,3,33W7SJ9TBX,ZMXBIIQMSGOIRZ-RCZVLFRGSA-N,frdb-compound:58506:GSK-3008348,gsk3008348,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:770140J08A,Imaradenant,3,770140J08A,NCWQLHHDGDXIJN-UHFFFAOYSA-N,frdb-compound:58781:IMARADENANT,imaradenant,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:IFD73D535A,Numidargistat,3,IFD73D535A,ZZJLMZYUGLJBSO-LAEOZQHASA-N,frdb-compound:58924:CB-1158,cb1158,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:HNE676755I,"3,3',4',5-TETRACHLOROSALICYLANILIDE",1,HNE676755I,SJQBHPJLLIJASD-UHFFFAOYSA-N,"frdb-compound:59528:3,3',4,5'-TETRACHLOROSALICYLANILIDE",3345tetrachlorosalicylanilide,4H8SC2479J,ZJIQNOMMMRNUEM-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:WJA5UO9E10,Orelabrutinib,3,WJA5UO9E10,MZPVEMOYADUARK-UHFFFAOYSA-N,frdb-compound:59564:ORELABRUTINIB,orelabrutinib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:143NQ3779B,Calcipotriol,2,143NQ3779B,LWQQLNNNIPYSNX-UROSTWAQSA-N,frdb-compound:59565:BETAMETHASONE VALERATE,betamethasone,,,8,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:50FH5AG9RW,BETAMETHASONE BUTYRATE PROPIONATE,3,50FH5AG9RW,VXOWJCTXWVWLLC-REGDIAEZSA-N,frdb-compound:59565:BETAMETHASONE VALERATE,betamethasone,,,8,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:826Y60901U,BETAMETHASONE DIPROPIONATE,2,826Y60901U,CIWBQSYVNNPZIQ-XYWKZLDCSA-N,frdb-compound:59565:BETAMETHASONE VALERATE,betamethasone,,,8,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:877K0XW47A,BETAMETHASONE BENZOATE,2,877K0XW47A,SOQJPQZCPBDOMF-YCUXZELOSA-N,frdb-compound:59565:BETAMETHASONE VALERATE,betamethasone,,,8,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:9842X06Q6M,Betamethasone,1,9842X06Q6M,UREBDLICKHMUKA-DVTGEIKXSA-N,frdb-compound:59565:BETAMETHASONE VALERATE,betamethasone,,,8,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:9IFA5XM7R2,BETAMETHASONE VALERATE,2,9IFA5XM7R2,SNHRLVCMMWUAJD-SUYDQAKGSA-N,frdb-compound:59565:BETAMETHASONE VALERATE,betamethasone,,,8,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:TI05AO53L7,BETAMETHASONE ACETATE,2,TI05AO53L7,AKUJBENLRBOFTD-QZIXMDIESA-N,frdb-compound:59565:BETAMETHASONE VALERATE,betamethasone,,,8,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:YJO1F9W10R,Betamethasone Phosphate,2,7BK02SCL3W,VQODGRNSFPNSQE-DVTGEIKXSA-N,frdb-compound:59565:BETAMETHASONE VALERATE,betamethasone,,,8,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:2834W8D6GK,Atabecestat,3,2834W8D6GK,VLLFGVHGKLDDLW-SFHVURJKSA-N,frdb-compound:59566:ATABECESTAT,atabecestat,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K2:MXNGYQJJYRVGGJ-QFIPXVFZSA-N,AZD-7624,3,,MXNGYQJJYRVGGJ-QFIPXVFZSA-N,frdb-compound:59568:AZD-7624,azd7624,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:ZH8CPX4YNB,ONO-2952,3,ZH8CPX4YNB,ZBQMTQGDBFZUBG-NRFANRHFSA-N,frdb-compound:59570:ONO-2952,ono2952,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:7OM98IUD1O,Gartisertib,3,7OM98IUD1O,QAYHKBLKSXWOEO-UHFFFAOYSA-N,frdb-compound:59572:VX-803,vx803,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:31M3WLJ3KG,Belvarafenib,3,31M3WLJ3KG,KVCQTKNUUQOELD-UHFFFAOYSA-N,frdb-compound:59575:BELVARAFENIB,belvarafenib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:F6XR3O34V2,Amredobresib,3,F6XR3O34V2,JLUUVUUYIXBDCG-UHFFFAOYSA-N,frdb-compound:59577:BI-894999,bi894999,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:28P3DU6DB3,Giredestrant,3,28P3DU6DB3,GQCXHIKRWBIQMD-AKJBCIBTSA-N,frdb-compound:59580:GIREDESTRANT,giredestrant,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:DN9IUI24GP,Danuglipron,3,2HJV78O0SS,HYBAKUMPISVZQP-DEOSSOPVSA-N,frdb-compound:59583:PF-06882961,pf06882961,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:Y7HJ4D4CRT,ODM-203,3,Y7HJ4D4CRT,ZJFCBQXPTQSTCZ-UHFFFAOYSA-N,frdb-compound:59588:ODM-203,odm203,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K2:KPQQGHGDBBJGFA-QNGWXLTQSA-N,MK-8353,3,,KPQQGHGDBBJGFA-QNGWXLTQSA-N,frdb-compound:59591:MK-8353,mk8353,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:7JTT036WGX,Gumarontinib,3,7JTT036WGX,RYBLECYFLJXEJX-UHFFFAOYSA-N,frdb-compound:59595:GLUMETINIB,glumetinib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:A6U64OU57E,Lanraplenib,3,A6U64OU57E,XCIGZBVOUQVIPI-UHFFFAOYSA-N,frdb-compound:59604:LANRAPLENIB,lanraplenib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:JTZ51LIXN4,NEMTABRUTINIB,3,JTZ51LIXN4,JSFCZQSJQXFJDS-QAPCUYQASA-N,frdb-compound:59609:ARQ-531,arq531,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:WBH8AY6ENB,Lerociclib,3,WBH8AY6ENB,YPJRHEKCFKOVRT-UHFFFAOYSA-N,frdb-compound:59611:LEROCICLIB,lerociclib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K2:JUPOTOIJLKDAPF-UHFFFAOYSA-N,ARRY-382,3,,JUPOTOIJLKDAPF-UHFFFAOYSA-N,frdb-compound:59615:ARRY-382,arry382,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:2BTG5MX2Q2,USL-311,3,2BTG5MX2Q2,XNUNVQKARNSSEO-UHFFFAOYSA-N,frdb-compound:59617:USL-311,usl311,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:Q5BB91JL0V,Limantrafin,3,Q5BB91JL0V,WHIWGRCYMQLLAO-UHFFFAOYSA-N,frdb-compound:59624:CB-103,cb103,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:V4E0A9M44Q,Etavopivat,3,V4E0A9M44Q,KZFFYEPYCVDOGE-LJQANCHMSA-N,frdb-compound:59625:ETAVOPIVAT,etavopivat,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:N8Q12KU2SW,Vodobatinib,3,N8Q12KU2SW,ZQOBVMHBVWNVBG-UHFFFAOYSA-N,frdb-compound:59628:VODOBATINIB,vodobatinib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:XE10NJQ95M,Firsocostat,3,XE10NJQ95M,ZZWWXIBKLBMSCS-FQEVSTJZSA-N,frdb-compound:59629:FIRSOCOSTAT,firsocostat,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:KF4ZI0CJ7M,Fidrisertib,3,KF4ZI0CJ7M,SWVYYNLRVIYURK-AREMUKBSSA-N,frdb-compound:59630:BLU-782,blu782,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:S1Z7Y5G56T,Camonsertib,3,S1Z7Y5G56T,YIHHYCIYAIVQKX-MBIULKOWSA-N,frdb-compound:59631:RP-3500,rp3500,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:1WX8O5XV4R,AK-01,3,1WX8O5XV4R,YQQZZYYQTCPEAS-OYLFLEFRSA-N,frdb-compound:59632:LY-3295668,ly3295668,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:BL5NEF7JDK,ODM-207,3,BL5NEF7JDK,YVGWSVHZXWFLIT-UHFFFAOYSA-N,frdb-compound:59634:ODM-207,odm207,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:PJX9GH268R,BMS-986142,3,PJX9GH268R,ZRYMMWAJAFUANM-INIZCTEOSA-N,frdb-compound:59637:BMS-986142,bms986142,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K3:CHEMBL3545221,AZD2423,3,,,frdb-compound:59640:AZD-2423,azd2423,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:JM8C1SFX0U,Danicopan,2,JM8C1SFX0U,PIBARDGJJAGJAJ-NQIIRXRSSA-N,frdb-compound:59643:DANICOPAN,danicopan,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:TBF1NHY02O,Amcenestrant,3,TBF1NHY02O,KISZAGQTIXIVAR-VWLOTQADSA-N,frdb-compound:59645:SAR-439859,sar439859,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:F40IRN5981,Ibcasertib,3,F40IRN5981,BRKWREZNORONDU-UHFFFAOYSA-N,frdb-compound:59648:CHIAURANIB,chiauranib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:2ZT81PV5UM,Izencitinib,3,2ZT81PV5UM,DADAEARVGOQWHV-OSYLJGHBSA-N,frdb-compound:59652:IZENCITINIB,izencitinib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:EC2P9H3A8S,PF-06835919,3,EC2P9H3A8S,MDUYWDNWFXSMJJ-XWLWVQCSSA-N,frdb-compound:59653:PF-06835919,pf06835919,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:4RZD8LK83V,Zapnometinib,3,4RZD8LK83V,XCNBGWKQXRQKSA-UHFFFAOYSA-N,frdb-compound:59654:ZAPNOMETINIB,zapnometinib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:NMZ08KM76Z,Tropifexor,3,NMZ08KM76Z,VYLOOGHLKSNNEK-PIIMJCKOSA-N,frdb-compound:59656:TROPIFEXOR,tropifexor,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:CJ1PL0TE6J,Nidufexor,3,CJ1PL0TE6J,JYTIXGYXBIBOMN-UHFFFAOYSA-N,frdb-compound:59657:NIDUFEXOR,nidufexor,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:7CZ390V26X,Enpatoran,3,7CZ390V26X,BJXYHBKEQFQVES-NWDGAFQWSA-N,frdb-compound:59661:ENPATORAN,enpatoran,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:YP8G3I74EL,Vorolanib,3,YP8G3I74EL,KMIOJWCYOHBUJS-HAKPAVFJSA-N,frdb-compound:59663:VOROLANIB,vorolanib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:8CZ82ZYY9X,Tolebrutinib,2,8CZ82ZYY9X,KOEUOFPEZFUWRF-LJQANCHMSA-N,frdb-compound:59664:TOLEBRUTINIB,tolebrutinib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:5G1WE425BI,"RILZABRUTINIB, (E)-",2,NWN58M4F5T,LCFFREMLXLZNHE-GBOLQPHISA-N,frdb-compound:59665:RILZABRUTINIB,rilzabrutinib,,,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:NWN58M4F5T,Rilzabrutinib,2,NWN58M4F5T,,frdb-compound:59665:RILZABRUTINIB,rilzabrutinib,,,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:A49A7A5YN4,Firmonertinib,3,A49A7A5YN4,GHKOONMJXNWOIW-UHFFFAOYSA-N,frdb-compound:59667:ALFLUTINIB,alflutinib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:TWF0ML1CK8,Fuzuloparib,3,TWF0ML1CK8,XJGXCBHXFWBOTN-UHFFFAOYSA-N,frdb-compound:59669:FLUZOPARIB,fluzoparib,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
