key,printed_name,reason,evidence
K1:7J37EHM6J6,Ononis Repens Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7J57TP95QO,Ganoderma Applanatum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7J6DBS5FRN,Variola Virus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7J95K7ID2S,Scutellaria Baicalensis Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7JM57I419K,Bos Taurus Pituitary Gland,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7JWJ3HXZ9U,Juniperus Occidentalis Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7JX5YDQ0D6,Eschscholzia Californica Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7K2YOJ14X0,Lisocabtagene maraleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7K91ZBK8GJ,Oregano Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7KV510R6H6,Nerium Oleander Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7LP92X4WPE,pariglasgene brecaparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7M867G6T1U,Centella Asiatica,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7N2B70SFEZ,Rice Germ,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7N444M3926,Cornus Rugosa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7NF3GE7IWR,Chamaemelum Nobile,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7NLV25LOSI,Streptococcus Pneumoniae Type 22f Capsular Polysaccharide Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7OR5YIL2C6,Wuchereria Bancrofti,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7ORP6R724L,Penicillium Roqueforti,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7P7342526P,Ocrase,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7PGE2DJ8QM,Sus Scrofa Ureter,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7PH07Z124Q,Clematis Vitalba Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7PI26E943G,Dolichovespula Arenaria Venom Protein,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7Q50F46595,Pea Protein,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7Q7T9Z7QUW,Sus Scrofa Hair,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7Q7VH25L5D,Rutabaga,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7Q9DHH4FGG,Anaerococcus Tetradius,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7QFT17RLRG,Lobelia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7QH7EKX6K6,Bos Taurus Brainstem,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7R4LQP52DM,Leontopodium Alpinum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7RJ7NSG7A0,Inetagugene geperpavec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7S6NW5FH8X,Dendryphiella Vinosa,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7S7TV2F4XC,Stephania Tetrandra Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7S82P3R43Z,Apis Mellifera,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7S9328671Z,Stemona Tuberosa Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7SAB275FP2,Ocimum Basilicum Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7SCP4N87CI,Clematis Vitalba Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7TLR512M4A,Haematonectria Haematococca,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7TPC058OWY,Robinia Pseudoacacia Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7TRV45YZF7,Polygonum Cuspidatum Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7TZA0YO6QR,Carpinus Betulus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7U437HHU5C,Poa Annua Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7U76MXL14N,Aesculus Hippocastanum Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7UB4J759TD,Human Vaccinia Virus Immune Globulin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7USH1LF92M,Eupolyphaga Sinensis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7VY54Y73ZG,Uzatresgene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7X23S1OW1N,Borago Officinalis Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7X3MB3Z4FP,Bifidobacterium Adolescentis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7X8HL8GRTM,Alnus Rhombifolia Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7XW7TB10X9,Eucalyptus Globulus Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7Y1255HVXR,Sesame Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7Y2U36DB42,Pilocarpus Jaborandii Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7Y51EV0DZW,Catnip,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7Y64R856MB,Greater Galangal,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7YC151N82L,Bacillus Cereus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7YC686GQ8F,Polyoxyl 40 Hydrogenated Castor Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7ZO132YX2X,Oryctolagus Cuniculus Thymus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8003NOJ82F,Robinia Pseudoacacia Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:802YF989GT,Ecklonia Kurome,"material, not a medicine",GSRS substance class structurallyDiverse
K1:808UWJ59FI,Salix Lasiolepis Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:80CZ5Z3WH3,Taenia Solium,"material, not a medicine",GSRS substance class structurallyDiverse
K1:80K66AHT6U,Pseudostellaria Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:80N308T1NN,Zein,"material, not a medicine",GSRS substance class structurallyDiverse
K1:80T6U6714J,Elaeis Guineensis Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:810258W28U,Anamirta Cocculus Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:812HCC9672,Glebionis Coronaria Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:812R0W1I3K,Turnera Diffusa Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8138AB7E8Y,Eclipta Prostrata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:813Z1U3E4R,Necator Americanus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:815V716OR2,Gibberella Fujikuroi,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8160EU25B5,Quercus Alba Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:816CLQ4017,Northern Bluefin Tuna,"material, not a medicine",GSRS substance class structurallyDiverse
K1:81FGO4H42J,Ligusticum Porteri Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:81FZ7X4MWD,Sus Scrofa Esophagus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:81GS97HVFO,Artemisia Absinthium Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:81H2R5AOH3,Sugarcane,"material, not a medicine",GSRS substance class structurallyDiverse
K1:81MCR2UQ6Q,Rosa Canina Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:820LSF646I,Syzygium Cumini Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:82C68SUI26,Hagenia Abyssinica Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:82KK5J435E,Human Coxsackievirus A2,"material, not a medicine",GSRS substance class structurallyDiverse
K1:82X32CRA5U,Rheum Officinale Stem,"material, not a medicine",GSRS substance class structurallyDiverse
K1:830295X963,Gaultheria Procumbens Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:831AQW699W,Bifidobacterium Longum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:831MQ9808D,French Tarragon,"material, not a medicine",GSRS substance class structurallyDiverse
K1:831MXG026J,Calochortus Tolmiei Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:83AL37E3A7,Bos Taurus Placenta,"material, not a medicine",GSRS substance class structurallyDiverse
K1:83B65P4796,Anas Platyrhynchos Feather,"material, not a medicine",GSRS substance class structurallyDiverse
K1:83DC4O5TD3,Goose,"material, not a medicine",GSRS substance class structurallyDiverse
K1:83F04L6KZ4,Alnus Glutinosa Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:83M15WOS0F,Momordica Charantia Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:83N78IDA7P,Dactylis Glomerata Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:83X1I1RR5F,Amphiachyris Dracunculoides Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:83YSP51SMA,Opuntia Ficus-Indica Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8408FL59ZX,Alkanet,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8470G57WFM,CORN OIL,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8471AK50P8,Ferula Ammoniacum Resin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8476849N1Y,Rhizopus Arrhizus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:848H67V9N5,Chionanthus Virginicus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:84BQ0R0Y02,Xylaria Nigripes,"material, not a medicine",GSRS substance class structurallyDiverse
K1:84H4A6227O,Ancylostoma Duodenale,"material, not a medicine",GSRS substance class structurallyDiverse
K1:84IVV0906Z,Oryza Sativa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:84PG7W9845,Bartonella Henselae,"material, not a medicine",GSRS substance class structurallyDiverse
K1:84Q71TU5SU,Cavia Porcellus Dander,"material, not a medicine",GSRS substance class structurallyDiverse
K1:84SOH0O3OO,Betula Alba Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:84X67520MF,Leptospira Interrogans,"material, not a medicine",GSRS substance class structurallyDiverse
K1:84ZOM591BB,Syagrus Romanzoffiana Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8502S3Z5N1,Combretum Micranthum Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8511ZMP5QK,Agave Americana Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8557NML9E6,Cynomorium Songaricum Stem,"material, not a medicine",GSRS substance class structurallyDiverse
K1:856YO1Z64F,Turmeric,"material, not a medicine",GSRS substance class structurallyDiverse
K1:857C5Q4J3H,Oryctolagus Cuniculus Lung,"material, not a medicine",GSRS substance class structurallyDiverse
K1:85HKB87105,Juglans Regia Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:85HVU818II,Monardella Odoratissima Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:85I1Z426OV,Bos Taurus Lymph Vessel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:85RMN3QGSE,Platanus Occidentalis Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:85Z8OHV3K7,Brassica Rapa Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8617Z5FMF6,Milk Basic Protein,"material, not a medicine",GSRS substance class structurallyDiverse
K1:86507VZR9K,Hordeum Vulgare Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:86H4S6K51N,Thymus Serpyllum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:86LWA5503I,Atriplex Lentiformis Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:86M454L2TT,Lycosa Tarantula,"material, not a medicine",GSRS substance class structurallyDiverse
K1:86R5J6D01D,Daikon,"material, not a medicine",GSRS substance class structurallyDiverse
K1:873JZU3ASZ,Symphoricarpos Albus Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:873OI62848,Bacillus Anthracis Strain V770-Np1-R Antigens,"material, not a medicine",GSRS substance class structurallyDiverse
K1:877L01IZ0P,Ledum Palustre Twig,"material, not a medicine",GSRS substance class structurallyDiverse
K1:87EJ76IO83,Juglans Regia Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:87U156LEN7,Epicoccum Nigrum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:885452N0GZ,Angelica Atropurpurea Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:88VZV9HGT4,Equus Caballus Skin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:89BAT511BD,Ulmus Americana Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:89IEJ09R73,Giardia Lamblia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:89VP85U2R1,Larrea Divaricata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8A6OMU3I8L,Blackberry,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8A94843BM7,Agastache Urticifolia Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8AD0I300BR,Ceanothus Americanus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8B269H8XVH,Fritillaria,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8BC4CUT4JL,Cardamom,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8CF93KW41W,Bacillus Subtilis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8CWA86931H,Morinda Officinalis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8CZS546954,Lime (CITRUS),"material, not a medicine",GSRS substance class structurallyDiverse
K1:8DS6G120HJ,Horseradish,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8DW238I7ZI,Coix Lacryma-Jobi Ma-Yuen Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8E272251DI,Anemone Pratensis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8E7358CX1J,Olea Europaea Fruit Volatile Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8E9NT44R8I,Turkey,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8FP93ED6H2,Hamamelis Virginiana Leaf Water,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8G4FJ7F8EY,Lixmabegagene relduparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8GOM182CI3,Eurycoma Longifolia Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8H4VM8NQA5,Cervus Elaphus Horn,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8H84LFK2QD,Saposhnikovia Divaricata Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8HJU36244L,Oryctolagus Cuniculus Cartilage,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8HZE76Y44L,Pleurotus Ostreatus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8I2PXY292P,Ficus Carica Flower Bud,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8I9S6401XZ,Rocapuldencel-T,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8J18RFO4A8,Blue Crab,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8J6B3YN1PM,Barleria Lupulina Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8JAG41IE4M,Phoma Exigua Var. Exigua,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8JBE478M5Q,Hordeum Vulgare Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8JM482TI79,Rosmarinus Officinalis Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8K1MK5E1FY,Couch Grass,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8K9DCX606Z,Penstemon Davidsonii Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8KDG09A4GO,Quercus Virginiana Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8KFK4W7KP7,Moschus Moschiferus Musk Sac Resin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8L28IWF365,Clematis Recta Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8L58PZ90OR,Fagopyrum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8L72OKJ7II,Thymus Vulgaris Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8LGU7VM393,Rosemary Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8LR978PU7Y,Verbascum Densiflorum Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8LTY55LQ8D,Black Mustard,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8MXU1P42J0,Centella Asiatica Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8MYC33932O,Lipase,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8N0K3807ZW,Quillaja,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8N34F5Z76Y,Hemlock,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8N6VTJ9IWV,Iris Germanica Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8NC0C2YXK0,Leonurus Cardiaca,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8NZ4E0K3NM,DORGENMELTUCEL-L (HAM-1),"material, not a medicine",GSRS substance class structurallyDiverse
K1:8O2MBI99WR,Musa Acuminata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8O2V33JG64,Rubus Idaeus Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8O4P2U3QO2,Anamirta Cocculus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8OPK0FI6EM,Laruparetigene zovaparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8P29O5P7XU,Ailanthus Altissima Flowering Twig,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8P2VLG2456,Allium Cepa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8P5F881OCY,Balsam of Peru,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8P8HWT6ZWC,Ecballium Elaterium Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8PD5L21RYS,Bos Taurus Colon,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8PI54V663Y,Oatmeal,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8POZ61U1G2,Aquilegia Vulgaris,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8PX1X7UG4D,Idecabtagene vicleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8Q1GYP08KU,Cordyceps,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8Q622VDR18,Sipuleucel-T,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8QF5D5H6UH,Cantaloupe,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8QI9RWU9M1,Phoenix Dactylifera Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8R564U2E1P,Paeonia Officinalis Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8S10GFI6DX,Isatis Tinctoria Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8SH7583MUK,Vespula Germanica Venom Protein,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8U1J5C3ZKP,Malpighia Glabra Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8UHN1I06UP,Hura Crepitans Sap,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8V19OM31TK,Fritillaria Thunbergii Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8VP54WOT4I,Lathyrus Sativas Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8W75VCV53Q,American Ginseng,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8WB9PV3YW5,Bean,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8WI5RJ8D9V,Volrubigene ralaparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8X454SZ22D,Cannabis Sativa Subsp. Sativa Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8XEJ88V2T8,Bos Taurus Thymus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8Z8C642TPL,Gliocladium Viride,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8ZTK6T93B6,Avicularia Avicularia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:8ZUY55KKXA,Mucor Circinelloides,"material, not a medicine",GSRS substance class structurallyDiverse
K1:901NKD188B,Pratia Purpurascens,"material, not a medicine",GSRS substance class structurallyDiverse
K1:904CK3270L,Echinacea Pallida,"material, not a medicine",GSRS substance class structurallyDiverse
K1:905Y746BSW,Salix Alba Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9060PRM18Q,Cat's Claw,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9091B04H7M,Orthosiphon Aristatus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:90J8498ESR,Coffea Arabica Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:912A6Q1N4A,Humulus Lupulus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9169LW451G,Bos Taurus Uterus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:917J3173FT,Cow Milk,"material, not a medicine",GSRS substance class structurallyDiverse
K1:91M9RWP3TD,Cochliobolus Spicifer,"material, not a medicine",GSRS substance class structurallyDiverse
K1:91QY4PXU8Q,Ulmus Rubra Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:91R887N59P,Yeast Mannan,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9211E5735B,Toxicodendron Diversilobum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:922OP8YUPF,Astragalus Mongholicus Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:928OC2TJDA,Populus Tremuloides Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:92AMN5J79Y,Sus Scrofa Spleen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:92N6W6KO2G,Amaranthus Tuberculatus Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:92VV7G83ED,"Antivenin,crotalidae polyvalent","material, not a medicine",GSRS substance class structurallyDiverse
K1:930MLC8XGG,Grape Seed Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9315HN272X,California Poppy,"material, not a medicine",GSRS substance class structurallyDiverse
K1:93963RFO1P,Betula Nigra Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:93IXI5B6OJ,Geranium Maculatum Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:93LP7Y8EGT,Quercus Alba Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:93PH5Q8M7E,Galphimia Glauca Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:93T4562ZI3,Sweet Cherry,"material, not a medicine",GSRS substance class structurallyDiverse
K1:93TLW455ZZ,encoberminogene rezmadenovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:947ZDF68RG,Ovis Aries Skin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:94J255A0UC,Sus Scrofa Colon,"material, not a medicine",GSRS substance class structurallyDiverse
K1:94X749MHSP,Sus Scrofa Corpus Luteum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9526773RWQ,Parthenocissus Quinquefolia Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:95447163DG,Acer Saccharinum Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:956F61CB2V,Pinus Cembroides Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:95F619ATQ2,Human Rabies Virus Immune Globulin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9601IVB87J,Lacticaseibacillus Rhamnosus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:960B730CGS,Aesculus X Carnea Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:969IQC5YJU,Rosa Rugosa Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:96LRW14765,Pinus Echinata Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:96P1R72MQH,Oryctolagus Cuniculus Knee Joint,"material, not a medicine",GSRS substance class structurallyDiverse
K1:970Y8T1JZY,Ehrlichia Canis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9755T40D11,Black Currant,"material, not a medicine",GSRS substance class structurallyDiverse
K1:976KV4FXYF,Melaleuca Alternifolia Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:978D8U419H,Baker's Yeast,"material, not a medicine",GSRS substance class structurallyDiverse
K1:97K9E28344,Oryctolagus Cuniculus Thyroid,"material, not a medicine",GSRS substance class structurallyDiverse
K1:97P0H45869,Syzygium Jambos Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:97RBB414AC,Propionibacterium Freudenreichii Shermanii,"material, not a medicine",GSRS substance class structurallyDiverse
K1:97S2809V5R,Petasites Hybridus Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:98689CD777,Taxus Baccata Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9871T0PD5P,APPLE JUICE,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9885M7D6JP,Human Herpesvirus 3,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9894B4Y2EN,Coccinella Septempunctata,"material, not a medicine",GSRS substance class structurallyDiverse
K1:98BFC3JT53,Chirata,"material, not a medicine",GSRS substance class structurallyDiverse
K1:98HPY76U4W,Adeps Bovis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:98Q86P6WFR,Carya Laciniosa Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9901V1E867,Bos Taurus Gallbladder,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9913I24QEE,Lactobacillus Reuteri,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9928MC12VO,Sus Scrofa Embryo,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9936O846LI,Verbascum Densiflorum Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:993QHL78E6,Colchicum Autumnale Bulb,"material, not a medicine",GSRS substance class structurallyDiverse
K1:994R458ECK,Sus Scrofa Blood,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9961HBA483,Squash,"material, not a medicine",GSRS substance class structurallyDiverse
K1:997724QNDS,Filipendula Ulmaria Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9BPR10844H,Tobacco Smoke,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9BZG9E3I8F,Gonorrheal Urethral Secretion Human,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9C09P3O90J,Ulmus Parvifolia Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9C6AT9DSU2,Persicabtagene lemgedleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9CQ6C00G3C,Populus Balsamifera Leaf Bud,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9DE5YCO0RU,Taraxacum Officinale Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9E097HJ37D,Madia Elegans Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9E33CYO50W,Androctonus Australis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9E9919P3GN,Quercus Garryana Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9EL3384IQY,Serinus Canaria Feather,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9G0JE54296,Cedrus Libani Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9G5L16BK6N,Corn Syrup,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9G901D9RYA,Chervil,"material, not a medicine",GSRS substance class structurallyDiverse
