key,page,name,from_kind,to_kind,source,rule,reason
K1:D176AZC57O,Bos Taurus Large Intestine,SMALL INTESTINE DROPS,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D27V6190PM,Olopatadine,Olopatadine hydrochloride component of ryaltris,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D27V6190PM,Olopatadine,gsp301 nasal spray,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D27V6190PM,Olopatadine,olopatadine hydrochloride ophthalmic solution,salt,brand,open-targets,S18-1d-FORM-STRING-IS-A-PRODUCT,a dosage-form string a register records as a product name
K1:D27V6190PM,Olopatadine,EQUATE OLOPATADINE HYDROCHLORIDE,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D27V6190PM,Olopatadine,LEADER OLOPATADINE HYDROCHLORIDE,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D27V6190PM,Olopatadine,Equate Olopatadine Hydrochloride Ophthalmic Solution,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D27V6190PM,Olopatadine,Leader Olopatadine Hydrochloride Ophthalmic Solution,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D27V6190PM,Olopatadine,Olopatadine Hydrochloride Ophthalmic Solution Once Daily,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D27V6190PM,Olopatadine,Olopatadine Hydrochloride Ophthalmic Solution Twice Daily,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D27V6190PM,Olopatadine,OLOPATADINE HYDROCHLORIDE OPHTHALMIC,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D2A6T4UH9C,Centanafadine,"DOV 216,419 HYDROCHLORIDE",salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D2A6T4UH9C,Centanafadine,DOV-216419 HYDROCHLORIDE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D2A6T4UH9C,Centanafadine,EB-1020 HYDROCHLORIDE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D3AEF6S35P,Glyceryl 1-OLEATE (Phospholipase A2 group IIA),Glyceryl oleate,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:258491E1RZ, K1:MG976Z29OM, K1:NLE5KIG74K"
K1:D3SQ406G9X,Articaine,Articaine hydrochloride component of orabloc,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D3SQ406G9X,Articaine,Articaine hydrochloride component of septocaine,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D3SQ406G9X,Articaine,Carticaine hydrochloride,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D42O649ALL,Telcagepant,Telcagepant potassium ethanol,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D42O649ALL,Telcagepant,Telcagepant potassium salt monoethanolate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D51WO0G0L4,Clorazepic Acid,Clorazepate dipotassium civ,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D51WO0G0L4,Clorazepic Acid,Clorazepic acid dipotassium salt,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D51WO0G0L4,Clorazepic Acid,Clorazepate potassium,salt,common,open-targets,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D51WO0G0L4,Clorazepic Acid,Potassium clorazepate,salt,common,open-targets,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D5DS571AIS,BTI-410,Proisletide acetate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D5M179TY2E,Muscimol,"No approved product. Sold in the United States since about 2022 as Amanita muscaria gummies, capsules, chocolates and extracts marketed as legal or nootropic mushrooms",salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D5NNC1X8FP,.GAMMA.-HYDROXY Bendamustine,Bendamustine Hydrochloride,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D5NNC1X8FP,.GAMMA.-HYDROXY Bendamustine,BENDAMUSTINE HCL,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D5NNC1X8FP,.GAMMA.-HYDROXY Bendamustine,Bendamustine Hydrochloride / Treanda / Vivimusta / Belrapzo / Bendeka,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D65DG142WK,Maltitol,Dried maltitol syrup,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D65DG142WK,Maltitol,Maltitol solution,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D65DG142WK,Maltitol,Maltitol syrup powder,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D7NLD2JX7U,Pirfenidone,pirfenidone modified-release tablets,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D7NLD2JX7U,Pirfenidone,pirfenidone tablets,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D7NLD2JX7U,Pirfenidone,"Pirfenidone Capsule, 267 Mg",salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D7NLD2JX7U,Pirfenidone,"Esbriet / Pirfenidone Capsule, 267 Mg",salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D7RD81HE4W,Lapine T-Lymphocyte Immune Globulin,ANTI-THYMOCYTE GLOBULIN (RABBIT),salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D888C394VO,Mcpa,Sodium Acetate Anhydrous,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D8K2JPN18B,Tolmetin,Sodium tolmetin,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D8TST4O562,Pantoprazole,esomeprazole,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:0K5C5T2QPG, K1:KG60484QX9, K1:N3PA6559FT"
K1:D8TST4O562,Pantoprazole,omeprazole,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:KG60484QX9, K1:N3PA6559FT"
K1:D8TST4O562,Pantoprazole,ppi,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:0K5C5T2QPG, K1:32828355LL, K1:KG60484QX9"
K1:D8TST4O562,Pantoprazole,ppis,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:0K5C5T2QPG, K1:KG60484QX9"
K1:D8TST4O562,Pantoprazole,proton pump inhibitors,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:0K5C5T2QPG, K1:KG60484QX9, K1:N3PA6559FT"
K1:D8TST4O562,Pantoprazole,pantoprazole sodium 40 mg delayed release tablets,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D8TST4O562,Pantoprazole,protonix (pantoprazole sodium) delayed - release tablets,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D8TST4O562,Pantoprazole,protonix 40 mg delayed release tablets,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D8TST4O562,Pantoprazole,torrent's pantoprazole sodium delayed - release tablets,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D8TST4O562,Pantoprazole,Pantoprazole Sodium in 0.9% Sodium Chloride,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D8TST4O562,Pantoprazole,Pantoprazole Sodium Delayed-Release,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D8TST4O562,Pantoprazole,Pantoprazole Sodium DR,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D8TST4O562,Pantoprazole,PANTOPRAZOLE SODIUM I.V.,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D8TST4O562,Pantoprazole,PANTOPRAZOLE SODIUM DELAYED-RELEASE delayed release,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D8TST4O562,Pantoprazole,PANTOPRAZOLE SODIUM GRANULES,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D8TST4O562,Pantoprazole,PANTOPRAZOLE SODIUM INJECTION,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D8W2DVO5ZJ,Bizalimogene ralaplasmid,ino-3112,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:91JHE0ANN8
K1:D8W2DVO5ZJ,Bizalimogene ralaplasmid,ino-9012,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:91JHE0ANN8
K1:D933668QVX,Insulin aspart,apidra,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:1Y17CTI5SR
K1:D933668QVX,Insulin aspart,aspart,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:D933668QVX#fsan, K1:D933668QVX#szjj, K1:D933668QVX#xjhz"
K1:D933668QVX,Insulin aspart,aspart insulin,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:D933668QVX#fsan, K1:D933668QVX#szjj, K1:D933668QVX#xjhz"
K1:D933668QVX,Insulin aspart,humalog,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:1Y17CTI5SR
K1:D933668QVX,Insulin aspart,idegasp,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:54Q18076QB
K1:D933668QVX,Insulin aspart,insulin,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:1Y17CTI5SR, K1:2ZM8CX04RZ, K1:4FT78T86XV"
K1:D933668QVX,Insulin aspart,nn5401,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:54Q18076QB
K1:D933668QVX,Insulin aspart,prandial insulin,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:7XIY785AZD, K1:GFX7QIS1II"
K1:D933668QVX,Insulin aspart,ryzodeg,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:54Q18076QB
K1:D959AE5USF,Clofazimine,cfz,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:72X6E3J5AR
K1:D9GM7FH652,Pyroglutamylaprotinin,Aprotinin concentrated solution,salt,drop,chembl,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:D9PC510CQV,Calluna Vulgaris Flowering Top,CALLUNA VULGARIS,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:D9PC510CQV,Calluna Vulgaris Flowering Top,"CALLUNA VULGARIS, FLOS",salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DA9P7LN909,AZD-9496,fulvestrant,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:22X328QOC4
K1:DA9P7LN909,AZD-9496,oral selective estrogen receptor degrader,salt,common,open-targets,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DA9P7LN909,AZD-9496,selective estrogen receptor degrader,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:22X328QOC4
K1:DAA13NKG2Q,Papaverine,Papaver hcl,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DB1041CXDG,Belantamab mafodotin,belantamab,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:7M3UL8MR2Y
K1:DCR9Z582X0,Epoprostenol,iloprost,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:JED5K35YGL
K1:DCR9Z582X0,Epoprostenol,Prostacyclin sodium salt,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DCR9Z582X0,Epoprostenol,Sodium prostacyclin,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DD50D2QKH1,PEGPLERANIB SODIUM,pegaptanib,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:2H1PA8H1EN
K1:DD5RBA1NKF,Anamorelin,RC-1291 HCl,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DDU19UEV1Y,SILVER DIAMMINE FLUORIDE,sdf gel,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:DDU19UEV1Y,SILVER DIAMMINE FLUORIDE,sdf solution,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:DDU33B674I,BRIVANIB,bms582664,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:U2Y5OFN795
K1:DE08037SAB,"Magnesium Sulfate, Unspecified Form",MAGNESIUM SULFATE,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DE54EQW8T1,Dasabuvir,ABT-333 SODIUM MONOHYDRATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DFC121MXC3,Pimodivir,Vx-787 anhydrous base,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DH2M523P0H,Genistein,isoflavones,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:OVO2KUW8H8
K1:DHA8014SS1,Antazoline,Antazoline phosphate component of vasocon-a,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DHA8014SS1,Antazoline,Antaz hcl,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DI9132OQ3R,SERACTIDE ACETATE,Seractide acetate hydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DIQ16UC154,Lauryl Sulfate,Sodium dodecyl sulfate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DIQ16UC154,Lauryl Sulfate,Sodium laurilsulfate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DIQ16UC154,Lauryl Sulfate,"Sodium lauryl sulfate, synthetic",salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DKO1W9H7M1,Dolutegravir,Dolutegravir sodium component of dovato,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DKO1W9H7M1,Dolutegravir,Dolutegravir sodium component of juluca,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DKO1W9H7M1,Dolutegravir,Dolutegravir sodium component of triumeq,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DKO1W9H7M1,Dolutegravir,lamivudine,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:2T8Q726O95, K1:6RGF96R053, K1:WR2TIP26VS"
K1:DL2R53P963,COLISTIMETHATE,Colistin methanesulfonate sodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DL2R53P963,COLISTIMETHATE,Colistin sodium methanesulfonate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DL2R53P963,COLISTIMETHATE,Colistin sodium methanesulphonate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DL2R53P963,COLISTIMETHATE,Sodium colistimethate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DL2R53P963,COLISTIMETHATE,colistin,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:Z67X93HJG1
K1:DL2R53P963,COLISTIMETHATE,polymyxin e,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:Z67X93HJG1
K1:DL48G20X8X,Hyoscine,Scopolamine hbr,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DL48G20X8X,Hyoscine,"Scopolamine hbr, trihydrate",salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DL48G20X8X,Hyoscine,Scopolamine hydrobromide hydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DL48G20X8X,Hyoscine,Scopolamine hydrobromide trihydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DL48G20X8X,Hyoscine,dpi 386 nasal gel,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:DL48G20X8X,Hyoscine,intranasal scopolamine gel,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:DL48G20X8X,Hyoscine,scopolamine patch,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:DL48G20X8X,Hyoscine,tds patch,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:DL48G20X8X,Hyoscine,SCOLOPAMINE TRANSDERMAL SYSTEM,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:DLE8519RWM,Enfortumab vedotin,ev,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:OKG364O896
K1:DN9IUI24GP,Danuglipron,PF-06882961 tromethamine,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DOL7Q9DPF9,Fluperolone Acetate,Fluperolone 21-acetate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DPB8FH5AXT,"(1R,3S)-BENAZEPRIL",Benazepril Hydrochloride / Lotensin,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DPT0O3T46P,Pembrolizumab,anti pd-1,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:0KVO411B3N, K1:1Q2QT5M7EO, K1:31YO63LBSN"
K1:DPT0O3T46P,Pembrolizumab,anti-pd-1 mab,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:6QVL057INT, K1:8JXN261VVA, K1:IBS1BZ4E4I"
K1:DPT0O3T46P,Pembrolizumab,anti-pd1,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:31YO63LBSN
K1:DPT0O3T46P,Pembrolizumab,ici,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:28X28X9OKV, K1:31YO63LBSN, K1:52CMI0WC3Y"
K1:DPT0O3T46P,Pembrolizumab,immune checkpoint inhibitors,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:52CMI0WC3Y
K1:DPT0O3T46P,Pembrolizumab,immunotherapy,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:0KVO411B3N, K1:28X28X9OKV, K1:52CMI0WC3Y"
K1:DPT0O3T46P,Pembrolizumab,mk-3475a,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:9X4R4A4HQQ
K1:DPT0O3T46P,Pembrolizumab,monoclonal antibodies,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:31YO63LBSN, K1:52CMI0WC3Y, K1:P188ANX8CK"
K1:DPT0O3T46P,Pembrolizumab,nivolumab,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:31YO63LBSN, K1:8JXN261VVA"
K1:DPT0O3T46P,Pembrolizumab,pd-1 blockade,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:73096E137E, K1:8FU7FQ8UPK"
K1:DPT0O3T46P,Pembrolizumab,pd-1 inhibitors,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:8FU7FQ8UPK
K1:DPT0O3T46P,Pembrolizumab,pd-1 mab,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:73096E137E
K1:DPT0O3T46P,Pembrolizumab,pem,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:04Q9AIZ7NO, K1:0AWH8BFG9A"
K1:DR40J4WA67,Eliglustat,Eliglustat tartrate component of cerdelga,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DRU6NG543J,Spebrutinib,AVL-292 BESYLATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DRU6NG543J,Spebrutinib,CC-292 BESYLATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DT9D8Z79ET,Polyaminopropyl Biguanide,Antibacterial Gel For Men,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:DT9D8Z79ET,Polyaminopropyl Biguanide,Eyelid Cleansing Wipes / Antibacterial Gel For Men / Tossoya Rainforest Secretguard Antibacterial Quick-Cleanse Wipes,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:DTW1NJ7IJH,Fasedienol,fasedienol nasal spray,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:DU69T8ZZPA,Rifamycin,Rifamycin sv sodium salt,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DUP6W562BM,Sus Scrofa Oral Mucosa,Oral Health,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DUP6W562BM,Sus Scrofa Oral Mucosa,Oral Health / Matrix Support / Intercellular Detox,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DWG8UZD9HT,ACETOMENAPHTHONE,Menadiol diacetate,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of HOLD:existing:menadiol, K1:4TGB4HYC3M, K1:GRL65FEU3T"
K1:DWI62G0P59,Sivelestat,LY-544349 SODIUM HYDRATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DWI62G0P59,Sivelestat,LY544349 SODIUM HYDRATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DWI62G0P59,Sivelestat,ONO-5046 SODIUM HYDRATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DXS4HJC32N,Sapablursen,Ionis tmprss6-lrx sodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DXS4HJC32N,Sapablursen,ISIS 702843 sodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DY02T48R2B,ETIRINOTECAN PEGOL TETRATRIFLUTATE,NKTR-102,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:7673326042, K1:H727SQ6OHQ"
K1:DY02T48R2B,ETIRINOTECAN PEGOL TETRATRIFLUTATE,etirinotecan pegol,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:H727SQ6OHQ, K1:LJ16641SFT"
K1:DY02T48R2B,ETIRINOTECAN PEGOL TETRATRIFLUTATE,irinotecan,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of COMBO:{K1:7673326042,K1:P7V86EYZ5L}, K1:7673326042, K1:H727SQ6OHQ"
K1:DY38VHM5OD,Sodium Hypochlorite,Dakin's solution,salt,drop,chembl,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:DY38VHM5OD,Sodium Hypochlorite,"Hypochlorous acid, sodium salt",salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DZR1ENT301,Ceftazidime Anhydrous,GR 20263 MONOSODIUM SALT,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:DZR1ENT301,Ceftazidime Anhydrous,Ceftazidime hydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
